Membership_ID,Membership_tier,Membership_status,Customer_account_ID
MEM002966,Silver,Active,CST002966
MEM002967,Gold,Active,CST002967
MEM002968,Silver,Active,CST002968
MEM002969,Bronze,Inactive,CST002969
MEM002970,Gold,Inactive,CST002970
MEM002971,Gold,Active,CST002971
MEM002972,Silver,Active,CST002972
MEM002973,Bronze,Active,CST002973
MEM002974,Silver,Active,CST002974
MEM002975,Platinum,Active,CST002975
MEM002976,Platinum,Active,CST002976
MEM002977,Bronze,Active,CST002977
MEM002978,Silver,Active,CST002978
MEM002979,Gold,Active,CST002979
MEM002980,Platinum,Active,CST002980
MEM002981,Gold,Inactive,CST002981
MEM002982,Gold,Active,CST002982
MEM002983,Silver,Active,CST002983
MEM002984,Silver,Active,CST002984
MEM002985,Silver,Active,CST002985
MEM002986,Bronze,Active,CST002986
MEM002987,Silver,Active,CST002987
MEM002988,Platinum,Active,CST002988
MEM002989,Bronze,Active,CST002989
MEM002990,Gold,Active,CST002990
MEM002991,Bronze,Active,CST002991
MEM002992,Bronze,Expired,CST002992
MEM002993,Silver,Active,CST002993
MEM002994,Bronze,Active,CST002994
MEM002995,Silver,Active,CST002995
MEM002996,Silver,Active,CST002996
MEM002997,Silver,Inactive,CST002997
MEM002998,Gold,Expired,CST002998
MEM002999,Silver,Active,CST002999
MEM003000,Bronze,Active,CST003000
