Product_SerialNumber,Stock_ID,track_date,track_updated_movement
SN141084338,STK001190,2022-01-06,Reserved
SN887800374,STK000786,2022-09-15,Sold
SN924382741,STK001410,2024-04-19,Transferred
SN870809125,STK000654,2024-08-10,Adjusted
SN269083605,STK000413,2024-12-09,Reserved
SN111767143,STK000430,2022-08-18,Sold
SN150938666,STK000317,2024-02-26,Reserved
SN496471435,STK001273,2023-10-30,Returned
SN613878032,STK000520,2025-05-06,Adjusted
SN870809125,STK000402,2025-01-22,Returned
SN895435051,STK000902,2022-01-08,Adjusted
SN174333043,STK001379,2022-09-17,Returned
SN795451595,STK000073,2024-10-07,Returned
SN344312828,STK000696,2023-11-13,Transferred
SN555020609,STK001176,2024-02-23,Reserved
SN350569181,STK001025,2023-06-01,Returned
SN981747735,STK000198,2025-11-22,Adjusted
SN451111930,STK000681,2023-12-01,Adjusted
SN230761224,STK001410,2024-03-02,Returned
SN656184057,STK000582,2025-11-23,Adjusted
SN412404895,STK000764,2022-02-21,Returned
SN969846892,STK000332,2025-04-03,Sold
SN981908498,STK000329,2023-04-05,Sold
SN674653389,STK000889,2025-03-14,Transferred
SN505225906,STK001417,2025-11-14,Transferred
SN767048890,STK000032,2024-06-09,Transferred
SN465206668,STK001142,2022-09-14,Adjusted
SN977274810,STK000269,2024-11-12,Sold
SN886196669,STK000010,2025-09-14,Returned
SN940120598,STK000528,2023-09-30,Received
SN932421306,STK001142,2025-07-16,Adjusted
SN542985542,STK000571,2024-04-05,Returned
SN467188182,STK000222,2023-12-01,Transferred
SN611788471,STK000294,2022-02-01,Returned
SN261912137,STK000247,2025-01-17,Received
SN192260453,STK000066,2025-06-06,Returned
SN588962130,STK001393,2024-01-18,Sold
SN362363951,STK000579,2024-05-21,Sold
SN445077710,STK000619,2022-07-26,Adjusted
SN215789725,STK000898,2025-04-18,Reserved
SN445077710,STK000042,2022-08-29,Transferred
SN440583982,STK000197,2024-11-20,Sold
SN614218554,STK000415,2024-11-09,Adjusted
SN384832300,STK001459,2024-01-30,Reserved
SN428985769,STK000851,2025-02-27,Transferred
SN174333043,STK000811,2024-02-15,Adjusted
SN596312089,STK000875,2022-10-25,Returned
SN485415442,STK001158,2025-03-29,Sold
SN376671582,STK000850,2022-07-09,Received
SN982769541,STK001178,2022-06-23,Received
SN745580353,STK000107,2022-07-08,Returned
SN374898833,STK000430,2022-11-22,Reserved
SN383562770,STK000477,2025-12-21,Transferred
SN887373055,STK000123,2025-07-27,Returned
SN650140502,STK001413,2023-10-15,Adjusted
SN753711932,STK000568,2025-07-27,Received
SN798286236,STK000565,2025-10-08,Sold
SN759401387,STK000885,2022-11-29,Sold
SN457198220,STK000242,2024-06-29,Transferred
SN857386759,STK000776,2023-10-31,Transferred
SN987397067,STK000457,2023-11-11,Sold
SN154661988,STK000988,2024-02-10,Transferred
SN865402752,STK000059,2024-02-21,Sold
SN220294510,STK001301,2023-12-07,Returned
SN615517327,STK000954,2023-08-12,Received
SN562314772,STK000719,2023-05-24,Reserved
SN942153709,STK001033,2022-05-21,Transferred
SN802275983,STK000763,2022-11-19,Sold
SN824954148,STK000443,2023-01-23,Returned
SN791504116,STK001390,2023-04-01,Adjusted
SN939060325,STK001369,2022-01-19,Returned
SN108445383,STK000337,2022-01-27,Returned
SN778002778,STK001293,2024-06-20,Transferred
SN573485701,STK001436,2024-11-23,Adjusted
SN195209218,STK000780,2022-03-16,Returned
SN620580236,STK000543,2022-09-12,Returned
SN205427461,STK000139,2022-10-03,Sold
SN672265732,STK000890,2025-10-15,Reserved
SN645975527,STK001250,2025-08-06,Transferred
SN875595874,STK001439,2023-03-17,Adjusted
SN959158456,STK001063,2023-09-01,Received
SN391764613,STK001148,2025-09-27,Returned
SN165621030,STK000809,2024-07-18,Sold
SN440943734,STK000625,2025-12-15,Sold
SN806006384,STK000825,2023-10-13,Sold
SN256249832,STK001222,2022-02-19,Received
SN478317077,STK001315,2022-01-01,Sold
SN566961377,STK000412,2025-01-16,Adjusted
SN610887969,STK000209,2023-02-17,Adjusted
SN950757919,STK000068,2023-03-12,Sold
SN699147425,STK001295,2023-05-18,Sold
SN572081777,STK001030,2022-09-10,Adjusted
SN620580236,STK000988,2025-04-12,Received
SN344312828,STK001025,2025-01-08,Transferred
SN849124182,STK000541,2023-07-18,Reserved
SN205427461,STK000277,2025-12-28,Returned
SN724714782,STK000998,2023-07-28,Reserved
SN809805780,STK001128,2022-09-19,Reserved
SN893679551,STK000089,2024-10-03,Reserved
SN411737672,STK001334,2025-07-27,Transferred
SN197482764,STK000753,2025-07-17,Transferred
SN751719292,STK000457,2024-10-16,Sold
SN440094033,STK000795,2025-01-09,Sold
SN987397067,STK000520,2022-12-19,Received
SN464770555,STK001004,2024-07-05,Adjusted
SN448493346,STK000757,2025-03-04,Received
SN154661988,STK001426,2022-02-23,Sold
SN917923887,STK000712,2024-05-28,Adjusted
SN864946527,STK001166,2023-02-19,Transferred
SN463456800,STK000734,2024-01-29,Returned
SN658764771,STK000639,2023-06-08,Sold
SN230709673,STK000475,2025-09-06,Transferred
SN200578794,STK001162,2025-06-21,Transferred
SN391764613,STK001125,2025-12-30,Returned
SN626162768,STK001356,2025-10-03,Reserved
SN517175749,STK001466,2022-02-07,Adjusted
SN367922719,STK000667,2023-07-30,Reserved
SN549114691,STK001267,2025-05-30,Reserved
SN556284606,STK000225,2023-02-19,Reserved
SN620580236,STK000987,2022-08-12,Adjusted
SN735746224,STK000632,2023-02-02,Reserved
SN723750328,STK000633,2022-02-15,Received
SN638236949,STK001218,2025-05-20,Received
SN140875226,STK001412,2022-08-13,Received
SN523665265,STK000150,2024-08-13,Sold
SN278784216,STK000551,2022-05-26,Received
SN482256697,STK000978,2022-02-19,Returned
SN258152154,STK001110,2022-11-02,Adjusted
SN465206668,STK000805,2024-08-08,Received
SN709994661,STK000888,2025-08-19,Sold
SN895703049,STK001088,2023-04-19,Adjusted
SN177318104,STK000025,2022-09-28,Sold
SN471262120,STK000440,2025-12-20,Received
SN767713861,STK000463,2025-04-23,Sold
SN949351243,STK001006,2024-03-24,Returned
SN820395066,STK001073,2022-06-16,Transferred
SN397471112,STK000537,2023-06-08,Sold
SN559456115,STK000454,2022-12-11,Received
SN665361187,STK001005,2024-08-01,Transferred
SN832781276,STK000221,2022-04-12,Sold
SN656184057,STK000951,2022-01-02,Received
SN118755013,STK000163,2022-08-04,Reserved
SN985928866,STK000858,2022-03-08,Received
SN542116966,STK000205,2025-03-08,Reserved
SN660906951,STK000369,2024-09-09,Transferred
SN912404236,STK000126,2022-01-09,Returned
SN530773542,STK000142,2023-12-16,Transferred
SN950434969,STK000280,2022-01-07,Returned
SN958473986,STK000120,2024-09-23,Returned
SN839032248,STK000577,2023-01-01,Reserved
SN678843958,STK000004,2025-03-10,Transferred
SN215789725,STK000861,2024-07-14,Returned
SN893501373,STK000617,2025-03-27,Reserved
SN108445383,STK001175,2024-08-03,Received
SN632692614,STK001411,2025-03-20,Sold
SN983556207,STK000883,2024-07-13,Adjusted
SN199281160,STK000862,2024-01-13,Reserved
SN775349787,STK000268,2023-06-28,Transferred
SN158931992,STK000517,2025-08-31,Returned
SN751719292,STK001100,2024-11-29,Transferred
SN471262120,STK000210,2023-03-01,Transferred
SN529115820,STK001413,2025-04-14,Sold
SN777835522,STK001369,2022-10-21,Sold
SN650140502,STK000696,2023-01-15,Transferred
SN739768807,STK000894,2025-04-22,Sold
SN512165815,STK000736,2023-07-14,Transferred
SN417230497,STK000294,2022-06-29,Sold
SN541958674,STK001347,2023-07-21,Reserved
SN234427982,STK000395,2024-09-27,Sold
SN729076620,STK000426,2023-09-10,Returned
SN716144599,STK001163,2025-05-05,Reserved
SN983258041,STK001248,2025-06-06,Sold
SN721102069,STK001454,2024-04-18,Returned
SN566152395,STK001187,2025-01-09,Sold
SN565676781,STK000495,2025-03-08,Adjusted
SN792152709,STK000957,2023-06-16,Returned
SN617581747,STK000571,2024-07-16,Transferred
SN384722185,STK000600,2023-10-30,Sold
SN740090397,STK001124,2025-07-26,Received
SN274149391,STK000885,2024-01-01,Sold
SN448493346,STK000145,2024-03-09,Returned
SN222776132,STK000153,2023-01-23,Transferred
SN246073614,STK001438,2022-05-01,Reserved
SN266556424,STK000449,2024-12-27,Sold
SN581996629,STK000570,2024-03-23,Sold
SN641197164,STK000682,2022-10-21,Returned
SN832781276,STK000002,2025-02-09,Transferred
SN572081777,STK001430,2025-03-17,Sold
SN212049628,STK000769,2023-06-13,Reserved
SN824852177,STK001085,2025-09-15,Received
SN221438870,STK001188,2022-09-04,Returned
SN374898833,STK000694,2022-07-20,Received
SN162390086,STK001227,2022-08-28,Returned
SN849124182,STK000676,2024-06-22,Reserved
SN950066499,STK000286,2023-02-26,Reserved
SN729076620,STK001340,2023-05-18,Sold
SN536937709,STK000756,2022-02-16,Adjusted
SN720624517,STK000721,2025-04-01,Sold
SN740743966,STK000567,2022-02-05,Received
SN649483396,STK000882,2022-03-09,Returned
SN199281160,STK001218,2024-10-26,Adjusted
SN113674643,STK001365,2024-08-25,Returned
SN246073614,STK001398,2023-01-06,Sold
SN798128984,STK000576,2025-03-05,Adjusted
SN678843958,STK000836,2023-07-12,Transferred
SN513174482,STK001496,2024-03-20,Received
SN457198220,STK000126,2025-03-25,Transferred
SN746280719,STK000957,2022-04-29,Received
SN983556207,STK000588,2022-02-04,Transferred
SN666033334,STK001366,2023-02-04,Adjusted
SN774308762,STK001348,2022-03-23,Reserved
SN976132363,STK000896,2025-11-21,Transferred
SN668370652,STK000850,2025-01-10,Sold
SN258152154,STK000353,2023-07-30,Returned
SN983258041,STK001029,2025-08-15,Reserved
SN977274810,STK000661,2024-08-15,Sold
SN499582236,STK001483,2022-08-05,Adjusted
SN958473986,STK000716,2025-01-25,Received
SN112078583,STK000876,2024-09-16,Transferred
SN821752902,STK001193,2023-04-22,Sold
SN703226647,STK000106,2024-06-05,Sold
SN861036702,STK000362,2023-08-16,Sold
SN301736497,STK000931,2022-10-01,Received
SN613878032,STK000987,2024-10-23,Adjusted
SN503775620,STK000636,2025-06-29,Reserved
SN465386172,STK001308,2024-03-24,Transferred
SN244058193,STK000997,2022-01-09,Reserved
SN565676781,STK001329,2025-04-21,Returned
SN204565968,STK001362,2023-05-10,Reserved
SN514120577,STK001280,2023-05-23,Reserved
SN821875925,STK000518,2025-11-21,Adjusted
SN499582236,STK000949,2022-07-15,Reserved
SN512974792,STK001316,2024-11-03,Sold
SN719847013,STK001113,2024-07-16,Adjusted
SN514120577,STK001418,2024-05-28,Returned
SN816485950,STK000442,2025-05-12,Adjusted
SN192260453,STK000042,2022-09-20,Transferred
SN580081326,STK000383,2024-06-24,Received
SN874314568,STK001477,2023-06-27,Reserved
SN442868695,STK000008,2024-03-24,Sold
SN374898833,STK000737,2022-11-14,Received
SN118882081,STK000758,2024-03-20,Returned
SN641197164,STK000537,2024-11-18,Returned
SN746280719,STK000911,2025-07-16,Reserved
SN951084598,STK000673,2025-09-29,Transferred
SN108659784,STK001409,2025-05-18,Transferred
SN162390086,STK000842,2025-11-05,Reserved
SN658764771,STK000095,2024-04-05,Adjusted
SN849787052,STK000106,2025-05-12,Returned
SN813573213,STK001387,2025-04-12,Reserved
SN723359206,STK001337,2025-01-31,Sold
SN562513435,STK000259,2022-10-03,Reserved
SN703226647,STK000347,2024-08-28,Adjusted
SN483807568,STK000781,2022-11-01,Transferred
SN932831232,STK000655,2025-10-30,Adjusted
SN981643779,STK000979,2024-03-30,Sold
SN361347624,STK000606,2023-02-15,Transferred
SN187878054,STK000195,2025-02-25,Received
SN144155421,STK000108,2024-08-12,Received
SN887373055,STK000779,2023-01-12,Received
SN462198422,STK000501,2022-04-17,Sold
SN481182921,STK001490,2025-09-08,Received
SN724714782,STK000012,2025-03-08,Received
SN720624517,STK000635,2022-05-05,Reserved
SN234427982,STK000727,2024-02-24,Received
SN186404978,STK000249,2022-09-12,Reserved
SN951323988,STK000679,2025-02-23,Received
SN178746714,STK000974,2024-05-13,Adjusted
SN514120577,STK001334,2024-05-10,Adjusted
SN350346336,STK001081,2024-08-11,Received
SN451412713,STK000246,2023-08-04,Transferred
SN215789725,STK001118,2023-12-15,Received
SN419777307,STK001252,2022-12-22,Transferred
SN192260453,STK000903,2022-02-19,Reserved
SN350569181,STK001451,2025-03-31,Transferred
SN898149957,STK000389,2025-11-11,Adjusted
SN317268943,STK000810,2022-02-27,Sold
SN808351589,STK000676,2024-01-10,Returned
SN362363951,STK000006,2023-02-08,Sold
SN108659784,STK001252,2025-05-23,Sold
SN363898064,STK000437,2023-07-13,Transferred
SN230709673,STK001471,2024-03-30,Received
SN525794755,STK001254,2025-06-01,Transferred
SN183163451,STK001365,2024-02-25,Returned
SN962343136,STK001161,2025-04-17,Reserved
SN983258041,STK000065,2025-12-11,Transferred
SN871435208,STK000076,2022-12-06,Received
SN786527574,STK000966,2023-12-18,Sold
SN315607414,STK000852,2022-04-14,Sold
SN111767143,STK001495,2025-03-24,Transferred
SN440094033,STK000638,2023-01-04,Returned
SN305068631,STK001336,2024-07-22,Reserved
SN795451595,STK000439,2024-04-22,Adjusted
SN179877028,STK000520,2024-04-27,Reserved
SN459451013,STK000050,2023-03-03,Reserved
SN886196669,STK000174,2022-11-06,Returned
SN781539371,STK001400,2023-12-03,Transferred
SN824954148,STK000954,2024-01-22,Reserved
SN368400646,STK001244,2025-07-31,Reserved
SN636990013,STK001423,2022-06-21,Reserved
SN739298737,STK001094,2024-08-09,Adjusted
SN518677347,STK000332,2022-04-22,Returned
SN699642085,STK000871,2022-10-15,Transferred
SN318381219,STK001131,2025-10-26,Adjusted
SN879019991,STK000207,2025-09-11,Reserved
SN517175749,STK000908,2024-06-02,Transferred
SN362363951,STK000499,2025-01-09,Received
SN887373055,STK001176,2024-06-15,Received
SN530773542,STK000956,2025-10-19,Transferred
SN976132363,STK000581,2022-07-31,Transferred
SN821739242,STK000855,2024-06-12,Returned
SN745580353,STK000272,2022-12-13,Transferred
SN552291754,STK000877,2022-02-06,Reserved
SN413488676,STK000288,2023-10-29,Sold
SN893597685,STK000026,2023-10-08,Returned
SN868597168,STK000490,2023-03-03,Sold
SN517002319,STK000967,2025-11-17,Received
SN375072268,STK000150,2024-04-29,Transferred
SN449000369,STK000998,2023-07-03,Reserved
SN886196669,STK000298,2024-06-08,Returned
SN219964911,STK000180,2023-12-07,Sold
SN665361187,STK000267,2024-03-30,Returned
SN678113412,STK000467,2023-10-08,Sold
SN247581613,STK000069,2024-03-04,Reserved
SN947662356,STK000581,2024-10-11,Adjusted
SN781539371,STK000107,2025-11-26,Sold
SN765466488,STK000193,2022-07-29,Sold
SN564828977,STK000945,2024-08-12,Sold
SN737094972,STK000234,2024-08-21,Returned
SN832781276,STK000248,2025-07-19,Returned
SN745580353,STK000725,2024-08-30,Returned
SN665361187,STK001461,2024-04-02,Reserved
SN189517299,STK000993,2023-10-14,Received
SN279191022,STK000124,2025-09-15,Sold
SN775349787,STK000274,2023-05-01,Received
SN204565968,STK000447,2023-02-11,Reserved
SN887373055,STK000918,2025-08-11,Adjusted
SN300407281,STK000877,2024-09-07,Received
SN929073308,STK000524,2025-02-11,Returned
SN347586346,STK000650,2025-10-29,Returned
SN617203631,STK000763,2023-09-21,Transferred
SN778002778,STK001392,2024-05-23,Reserved
SN723359206,STK000023,2023-07-25,Adjusted
SN835261303,STK000131,2023-10-15,Sold
SN256249832,STK000583,2025-12-08,Sold
SN656184057,STK000665,2024-04-30,Sold
SN782915645,STK000962,2023-02-16,Received
SN365549500,STK001096,2023-07-18,Reserved
SN437039174,STK000989,2022-04-02,Adjusted
SN753711932,STK000431,2025-02-03,Transferred
SN268750901,STK000161,2025-04-01,Reserved
SN832781276,STK000825,2025-05-06,Sold
SN474720196,STK000960,2025-06-26,Reserved
SN416395000,STK001176,2025-07-10,Received
SN564828977,STK001176,2022-01-16,Transferred
SN347586346,STK001228,2025-03-10,Received
SN544179579,STK000972,2024-05-21,Sold
SN344312828,STK000290,2023-12-25,Reserved
SN866944899,STK000816,2025-04-06,Sold
SN187878054,STK001020,2025-08-23,Transferred
SN582138582,STK000322,2024-01-20,Returned
SN296937629,STK000724,2024-07-05,Returned
SN389901165,STK000203,2025-01-30,Transferred
SN411737672,STK000915,2024-03-20,Adjusted
SN439312322,STK001322,2022-05-13,Returned
SN332053516,STK000141,2023-08-03,Reserved
SN213260151,STK000158,2022-09-21,Received
SN350346336,STK000048,2024-02-15,Returned
SN835261303,STK000046,2025-04-06,Returned
SN821752902,STK001435,2023-10-31,Reserved
SN199281160,STK000018,2025-08-26,Received
SN277005077,STK000741,2022-06-04,Adjusted
SN518677347,STK000636,2025-02-12,Returned
SN562513435,STK001464,2024-02-19,Received
SN991858405,STK001339,2022-11-12,Sold
SN983556207,STK001360,2022-10-29,Reserved
SN552532845,STK000929,2024-02-17,Received
SN587274756,STK000083,2023-01-31,Adjusted
SN529115820,STK001038,2022-07-09,Reserved
SN739298737,STK001363,2022-11-12,Sold
SN674653389,STK001493,2023-12-18,Returned
SN724714782,STK001111,2023-05-29,Received
SN778002778,STK000927,2022-07-27,Reserved
SN294981681,STK000503,2022-10-08,Reserved
SN798128984,STK001323,2022-05-27,Received
SN651986662,STK001209,2025-09-04,Received
SN344312828,STK001315,2022-03-31,Transferred
SN562314772,STK000839,2022-07-04,Adjusted
SN243392529,STK000761,2022-09-07,Adjusted
SN991858405,STK000016,2023-02-09,Received
SN262751099,STK000808,2025-08-10,Reserved
SN720624517,STK000841,2024-03-07,Reserved
SN857805222,STK001037,2024-08-08,Transferred
SN936689478,STK000567,2024-04-06,Reserved
SN564828977,STK001314,2024-10-07,Received
SN581996629,STK000792,2022-11-19,Sold
SN739768807,STK000511,2023-07-08,Reserved
SN317914527,STK000686,2025-06-15,Reserved
SN638879735,STK000937,2024-10-25,Returned
SN374898833,STK001451,2025-04-12,Returned
SN440094033,STK000651,2022-11-09,Sold
SN380094439,STK000719,2023-09-30,Received
SN751719292,STK000501,2025-03-01,Adjusted
SN880337248,STK001474,2023-01-19,Sold
SN924382741,STK001191,2022-07-15,Returned
SN749920474,STK000022,2025-12-15,Received
SN247581613,STK000972,2022-02-06,Transferred
SN150025140,STK000987,2024-04-10,Sold
SN530188359,STK000384,2024-01-04,Received
SN548058043,STK001137,2024-02-05,Adjusted
SN620932215,STK000717,2022-10-16,Sold
SN870809125,STK000430,2024-11-08,Received
SN712305802,STK001400,2025-11-23,Reserved
SN177318104,STK001260,2022-08-02,Sold
SN786527574,STK000362,2023-12-22,Sold
SN143119987,STK000044,2022-11-15,Adjusted
SN512749331,STK001248,2025-06-21,Returned
SN997802121,STK001178,2023-12-05,Sold
SN666033334,STK000439,2022-01-27,Adjusted
SN912404236,STK000668,2022-04-12,Sold
SN108659784,STK001494,2022-09-01,Adjusted
SN915052732,STK000316,2022-08-23,Sold
SN518677347,STK000159,2024-12-15,Adjusted
SN496471435,STK000580,2024-07-13,Returned
SN512749331,STK000788,2022-08-14,Sold
SN997802121,STK001191,2022-08-10,Reserved
SN824954148,STK001340,2025-06-27,Reserved
SN703226647,STK000186,2024-07-23,Sold
SN389901165,STK000322,2022-01-30,Reserved
SN808351589,STK000971,2023-09-27,Adjusted
SN413033221,STK000893,2022-02-18,Received
SN620932215,STK001001,2022-01-29,Sold
SN600433375,STK000637,2022-01-15,Reserved
SN562513435,STK000579,2022-10-11,Received
SN997802121,STK000369,2023-01-30,Reserved
SN824954148,STK000006,2024-06-11,Reserved
SN247581613,STK000924,2023-01-09,Returned
SN350346336,STK000097,2024-01-27,Transferred
SN442868695,STK000229,2024-04-13,Reserved
SN120728263,STK000344,2022-07-20,Transferred
SN638236949,STK000067,2024-08-16,Adjusted
SN244058193,STK001419,2022-04-29,Reserved
SN464770555,STK001435,2025-06-23,Reserved
SN749920474,STK000353,2022-02-24,Adjusted
SN513174482,STK001380,2024-01-14,Transferred
SN729076620,STK000365,2023-05-04,Sold
SN867468531,STK000959,2022-03-25,Received
SN472845185,STK000262,2023-11-28,Reserved
SN845331158,STK001479,2025-02-05,Transferred
SN665361187,STK001040,2025-05-22,Reserved
SN958473986,STK000970,2022-11-13,Received
SN511589432,STK001281,2022-12-10,Received
SN830572850,STK000316,2022-07-17,Reserved
SN887800374,STK000004,2022-03-18,Sold
SN207408299,STK000441,2024-09-13,Sold
SN411737672,STK000564,2025-04-15,Sold
SN518677347,STK000933,2022-09-16,Adjusted
SN512974792,STK000847,2025-10-22,Returned
SN340169401,STK000728,2022-04-19,Sold
SN924382741,STK001066,2022-10-29,Sold
SN558736454,STK000502,2024-10-07,Returned
SN969846892,STK000490,2023-05-07,Adjusted
SN448664540,STK001087,2024-03-03,Transferred
SN261912137,STK001499,2025-05-23,Returned
SN913674168,STK000368,2023-08-15,Returned
SN497665934,STK000886,2024-02-14,Returned
SN898149957,STK000842,2023-10-26,Received
SN982769541,STK000633,2025-02-27,Received
SN874314568,STK000067,2024-02-08,Received
SN496471435,STK000888,2025-09-20,Received
SN985928866,STK000589,2022-03-13,Sold
SN317268943,STK000341,2022-07-18,Reserved
SN932831232,STK001453,2025-12-24,Transferred
SN712305802,STK001404,2022-03-21,Returned
SN503775620,STK001038,2025-06-20,Transferred
SN279191022,STK001152,2024-09-23,Transferred
SN207625426,STK000136,2025-02-16,Reserved
SN442868695,STK001048,2023-09-19,Returned
SN581996629,STK000994,2022-06-11,Received
SN410769971,STK000633,2022-01-03,Adjusted
SN821752902,STK001022,2025-11-22,Adjusted
SN221438870,STK001084,2025-02-02,Returned
SN737697223,STK000744,2025-06-22,Sold
SN620580236,STK000663,2023-10-20,Transferred
SN816485950,STK001491,2024-07-28,Transferred
SN739298737,STK001444,2023-01-05,Received
SN959158456,STK000760,2022-03-26,Sold
SN868597168,STK001228,2023-05-30,Reserved
SN465206668,STK001413,2024-07-07,Transferred
SN599944798,STK000604,2022-11-22,Received
SN468112910,STK001211,2025-02-14,Adjusted
SN864946527,STK000331,2023-06-01,Transferred
SN317268943,STK000203,2023-12-15,Received
SN798286236,STK000742,2022-11-06,Reserved
SN795451595,STK001056,2024-07-21,Reserved
SN633958937,STK000245,2023-11-20,Transferred
SN115075284,STK001046,2022-11-14,Transferred
SN307761952,STK000652,2022-08-13,Received
SN961622974,STK000041,2024-01-01,Adjusted
SN397471112,STK001486,2024-01-22,Reserved
SN917923887,STK001226,2025-03-08,Sold
SN439312322,STK001284,2023-06-16,Sold
SN893679551,STK000472,2023-09-17,Received
SN380094439,STK000727,2024-02-10,Sold
SN390838922,STK001051,2023-11-14,Transferred
SN939060325,STK000812,2022-12-11,Received
SN269083605,STK000938,2025-09-16,Received
SN236402267,STK000271,2022-07-17,Transferred
SN961622974,STK000810,2025-01-31,Adjusted
SN318381219,STK000524,2023-09-19,Returned
SN677370211,STK000119,2022-06-09,Transferred
SN207408299,STK001176,2025-04-13,Adjusted
SN514364411,STK001249,2025-04-09,Sold
SN318381219,STK000867,2022-07-19,Transferred
SN983556207,STK000351,2023-03-30,Adjusted
