Product_line_number,Amount,Price,Total_Price,Date,Order_ID
PLN022436,4,19246.03,76984.12,2023-08-03,ORD000218
PLN027590,4,65528.66,262114.64,2022-06-30,ORD000218
PLN031080,1,69615.7,69615.7,2022-08-01,ORD000218
PLN007667,2,72503.87,145007.74,2024-04-25,ORD000219
PLN018673,1,68237.94,68237.94,2025-10-05,ORD000219
PLN040570,3,58506.11,175518.33,2023-09-28,ORD000219
PLN029542,4,12992.08,51968.32,2025-08-22,ORD000220
PLN005709,4,46245.6,184982.4,2025-10-26,ORD000221
PLN036412,1,23285.28,23285.28,2023-12-21,ORD000221
PLN040353,1,5562.01,5562.01,2023-03-27,ORD000222
PLN049287,3,59761.78,179285.34,2025-02-14,ORD000222
PLN018103,3,58401.27,175203.81,2023-08-04,ORD000223
PLN034872,4,10942.17,43768.68,2024-10-28,ORD000223
PLN039100,1,4606.5,4606.5,2025-01-28,ORD000223
PLN027292,4,43272.16,173088.64,2024-04-29,ORD000224
PLN009858,2,53554.64,107109.28,2025-07-20,ORD000226
PLN029568,4,20680.61,82722.44,2025-11-14,ORD000226
PLN049108,4,39805.45,159221.8,2022-01-15,ORD000226
PLN034414,3,66959.95,200879.85,2025-03-16,ORD000227
PLN042832,3,45792.17,137376.51,2025-02-01,ORD000228
PLN048644,3,45180.56,135541.68,2022-03-08,ORD000228
PLN012270,4,70025.87,280103.48,2025-03-04,ORD000229
PLN016567,1,38484.15,38484.15,2023-07-18,ORD000229
PLN027213,1,47940.6,47940.6,2023-08-09,ORD000229
PLN032751,4,21315.81,85263.24,2022-07-06,ORD000229
PLN035555,3,8350.66,25051.98,2024-12-23,ORD000229
PLN009497,1,54415.18,54415.18,2022-02-27,ORD000231
PLN014045,1,55541.98,55541.98,2022-09-18,ORD000231
PLN017539,3,57351.45,172054.35,2025-03-08,ORD000232
PLN023631,3,29653.15,88959.45,2023-01-12,ORD000232
PLN007046,3,16156.95,48470.85,2025-04-19,ORD000233
PLN022054,1,46282.03,46282.03,2025-07-04,ORD000234
PLN022505,3,54512.79,163538.37,2022-09-16,ORD000234
PLN040826,1,53511.1,53511.1,2024-07-09,ORD000234
PLN041810,4,76051.14,304204.56,2022-08-17,ORD000234
PLN028539,2,33327.35,66654.7,2025-04-30,ORD000235
PLN036474,3,55640.54,166921.62,2025-11-18,ORD000235
PLN047759,4,5416.66,21666.64,2022-05-11,ORD000235
PLN004129,3,51455.89,154367.67,2025-03-25,ORD000236
PLN000894,1,2098.69,2098.69,2022-07-26,ORD000237
PLN010773,4,55270.45,221081.8,2023-04-15,ORD000237
PLN025296,3,49637.63,148912.89,2022-01-04,ORD000237
PLN029286,3,39969.08,119907.24,2023-03-04,ORD000237
PLN039995,4,76854.63,307418.52,2024-11-11,ORD000238
PLN028669,3,5536.5,16609.5,2024-09-25,ORD000239
PLN038457,2,19374.62,38749.24,2022-08-25,ORD000239
PLN015841,2,72656.38,145312.76,2023-08-16,ORD000240
PLN042694,2,64487.42,128974.84,2023-09-29,ORD000240
PLN035948,1,68144.11,68144.11,2025-09-08,ORD000241
PLN037175,1,77944.65,77944.65,2022-06-25,ORD000241
PLN007219,3,4437.55,13312.65,2024-07-21,ORD000242
PLN015390,3,54839.47,164518.41,2022-08-07,ORD000242
PLN027520,2,23045.57,46091.14,2022-01-23,ORD000243
PLN036053,2,17155.17,34310.34,2024-03-16,ORD000243
PLN028037,2,74579.03,149158.06,2022-12-27,ORD000244
PLN047851,2,17040.55,34081.1,2022-02-06,ORD000244
PLN002165,3,57824.39,173473.17,2022-04-11,ORD000245
PLN010437,1,69787.06,69787.06,2023-08-15,ORD000245
PLN010768,3,4421.39,13264.17,2024-10-18,ORD000245
PLN016698,3,53520.01,160560.03,2025-11-01,ORD000245
PLN039966,4,53176.54,212706.16,2025-01-14,ORD000245
PLN012317,3,59793.79,179381.37,2023-12-28,ORD000246
PLN014567,3,534.36,1603.08,2022-07-06,ORD000246
PLN007327,3,77160.32,231480.96,2023-07-09,ORD000247
PLN043888,1,55318.8,55318.8,2024-03-12,ORD000248
PLN000900,2,36676.51,73353.02,2025-12-31,ORD000249
PLN004989,1,67992.98,67992.98,2025-11-16,ORD000249
PLN019719,4,58229.99,232919.96,2022-09-11,ORD000250
PLN002833,2,52107.5,104215.0,2025-03-13,ORD000251
PLN005875,2,44509.01,89018.02,2023-02-15,ORD000251
PLN001626,1,72118.42,72118.42,2023-12-21,ORD000253
PLN044561,3,38662.07,115986.21,2022-11-23,ORD000254
PLN001294,3,58832.89,176498.67,2022-07-02,ORD000255
PLN000668,2,4648.05,9296.1,2025-04-08,ORD000256
PLN012885,3,41954.0,125862.0,2023-02-28,ORD000256
PLN016840,4,30831.67,123326.68,2025-10-11,ORD000256
PLN018045,4,9340.03,37360.12,2025-02-17,ORD000256
PLN021733,2,26923.52,53847.04,2022-02-16,ORD000256
PLN026625,4,14607.68,58430.72,2023-06-04,ORD000256
PLN035591,2,75497.2,150994.4,2024-12-02,ORD000256
PLN045323,3,53131.83,159395.49,2025-05-05,ORD000256
PLN021206,1,16163.77,16163.77,2025-07-23,ORD000258
PLN021433,1,36091.01,36091.01,2023-12-23,ORD000258
PLN029467,1,1790.1,1790.1,2022-07-26,ORD000259
PLN008614,2,26120.32,52240.64,2025-01-28,ORD000260
PLN034075,3,20843.62,62530.86,2024-11-05,ORD000260
PLN035057,2,1197.72,2395.44,2025-08-30,ORD000260
PLN026110,3,54943.21,164829.63,2024-03-17,ORD000261
PLN029441,1,75230.11,75230.11,2025-11-01,ORD000261
PLN037580,1,22513.08,22513.08,2024-08-01,ORD000261
PLN017090,3,21501.6,64504.8,2025-11-27,ORD000262
PLN047235,2,8423.61,16847.22,2025-05-10,ORD000262
PLN002546,3,34973.78,104921.34,2025-02-28,ORD000263
PLN011793,3,52451.04,157353.12,2022-12-12,ORD000263
PLN035780,3,77168.51,231505.53,2024-09-03,ORD000263
PLN044886,3,72940.54,218821.62,2023-08-09,ORD000263
PLN005053,4,11771.51,47086.04,2022-08-04,ORD000264
PLN026661,4,26860.6,107442.4,2022-02-23,ORD000264
PLN049265,2,25833.29,51666.58,2022-05-25,ORD000264
PLN041400,3,64981.32,194943.96,2024-05-18,ORD000266
PLN026410,2,43054.8,86109.6,2022-03-10,ORD000267
PLN029648,3,4325.19,12975.57,2022-11-14,ORD000267
PLN039670,1,1781.46,1781.46,2025-12-26,ORD000267
PLN000309,1,1118.1,1118.1,2022-06-26,ORD000268
PLN003527,3,75104.25,225312.75,2022-10-09,ORD000268
PLN014040,2,35420.28,70840.56,2022-10-08,ORD000268
PLN002899,1,35860.12,35860.12,2025-11-20,ORD000269
PLN031009,3,1183.71,3551.13,2025-01-27,ORD000269
PLN034348,2,37230.45,74460.9,2022-03-31,ORD000269
PLN037568,1,27470.22,27470.22,2022-08-29,ORD000269
PLN008990,1,50413.56,50413.56,2023-01-13,ORD000270
PLN022344,2,15804.15,31608.3,2022-11-27,ORD000270
PLN042326,1,63305.35,63305.35,2023-08-24,ORD000270
PLN047886,2,32487.17,64974.34,2025-09-26,ORD000270
PLN013459,1,37527.34,37527.34,2022-11-01,ORD000271
PLN033169,2,73082.18,146164.36,2025-01-22,ORD000272
PLN014862,1,6455.06,6455.06,2024-03-05,ORD000273
PLN044077,1,64050.72,64050.72,2025-05-14,ORD000273
PLN005258,3,47966.4,143899.2,2025-12-06,ORD000275
PLN019601,2,55609.7,111219.4,2023-09-23,ORD000275
PLN025548,4,70236.6,280946.4,2024-10-17,ORD000275
PLN039195,4,78965.01,315860.04,2022-06-03,ORD000275
PLN047544,2,53704.63,107409.26,2025-05-11,ORD000275
PLN010999,4,8568.52,34274.08,2023-08-10,ORD000276
PLN033245,3,57881.91,173645.73,2022-09-23,ORD000276
PLN034878,1,64039.51,64039.51,2024-08-07,ORD000276
PLN028838,1,2266.95,2266.95,2022-08-04,ORD000277
PLN026856,3,42598.28,127794.84,2024-12-20,ORD000279
PLN030556,1,59220.32,59220.32,2022-03-03,ORD000280
PLN006939,2,40057.86,80115.72,2025-12-17,ORD000281
PLN001088,3,12158.55,36475.65,2023-04-30,ORD000283
PLN022828,4,62895.89,251583.56,2025-01-05,ORD000283
PLN048552,2,33752.33,67504.66,2022-09-02,ORD000283
PLN048720,2,14859.03,29718.06,2023-04-06,ORD000283
PLN027709,3,32096.1,96288.3,2022-07-09,ORD000284
PLN029576,2,54260.88,108521.76,2025-06-30,ORD000285
PLN044332,4,51989.09,207956.36,2024-05-17,ORD000285
PLN024156,2,72056.22,144112.44,2023-05-06,ORD000286
PLN047539,4,46609.7,186438.8,2023-04-11,ORD000286
PLN025483,3,41066.87,123200.61,2023-09-13,ORD000287
PLN012242,3,56345.0,169035.0,2022-03-14,ORD000288
PLN018579,4,7130.51,28522.04,2022-12-09,ORD000288
PLN000133,1,77117.68,77117.68,2022-11-14,ORD000289
PLN005516,2,43972.86,87945.72,2025-07-02,ORD000290
PLN007363,1,65407.03,65407.03,2024-11-16,ORD000291
PLN011188,2,38072.09,76144.18,2025-02-25,ORD000292
PLN012236,4,13578.84,54315.36,2024-07-16,ORD000292
PLN017414,3,12469.14,37407.42,2025-05-11,ORD000292
PLN023561,4,2436.91,9747.64,2024-06-08,ORD000292
PLN040097,4,45151.42,180605.68,2025-04-05,ORD000292
PLN043110,3,21094.62,63283.86,2024-03-25,ORD000292
PLN008805,1,57469.1,57469.1,2024-10-28,ORD000293
PLN014934,4,77759.07,311036.28,2022-03-14,ORD000293
PLN026957,1,64630.77,64630.77,2024-06-02,ORD000293
PLN027201,1,50506.34,50506.34,2025-09-25,ORD000293
PLN028274,2,50551.28,101102.56,2023-01-12,ORD000293
PLN011444,4,79260.41,317041.64,2024-06-21,ORD000294
PLN045667,3,49922.9,149768.7,2025-09-14,ORD000294
PLN023432,4,17063.65,68254.6,2024-10-20,ORD000295
PLN016909,2,74381.08,148762.16,2024-09-14,ORD000296
PLN031270,2,71230.59,142461.18,2023-09-04,ORD000296
PLN037237,3,22799.03,68397.09,2025-01-17,ORD000297
PLN037548,1,29832.02,29832.02,2024-08-15,ORD000297
PLN039384,4,65135.48,260541.92,2024-12-06,ORD000299
PLN040443,1,66620.02,66620.02,2023-04-15,ORD000299
PLN047255,3,77565.24,232695.72,2022-09-23,ORD000299
PLN049666,3,66533.78,199601.34,2023-10-24,ORD000299
PLN001992,4,71074.54,284298.16,2023-07-23,ORD000302
PLN026826,3,53610.15,160830.45,2022-09-05,ORD000302
PLN020987,2,37428.86,74857.72,2025-05-12,ORD000303
PLN030396,1,38684.17,38684.17,2025-02-19,ORD000303
PLN036965,4,10717.88,42871.52,2024-09-14,ORD000303
PLN042539,4,25480.13,101920.52,2022-10-31,ORD000304
PLN015855,2,39550.91,79101.82,2024-05-18,ORD000305
PLN008185,2,50896.04,101792.08,2022-06-17,ORD000306
PLN031457,2,60309.2,120618.4,2024-05-28,ORD000306
PLN006903,2,69764.71,139529.42,2024-04-09,ORD000307
PLN010607,3,55383.22,166149.66,2023-10-08,ORD000307
PLN010645,1,51756.14,51756.14,2022-06-06,ORD000307
PLN031944,2,47373.48,94746.96,2024-02-24,ORD000307
PLN032034,3,65464.56,196393.68,2024-03-02,ORD000307
PLN040108,4,50321.81,201287.24,2022-07-26,ORD000307
PLN043634,4,36692.76,146771.04,2024-04-24,ORD000307
PLN003133,1,77218.56,77218.56,2023-10-11,ORD000308
PLN029800,3,10264.16,30792.48,2022-08-06,ORD000308
PLN031969,3,57527.24,172581.72,2025-03-29,ORD000308
PLN029224,4,48535.93,194143.72,2022-08-05,ORD000309
PLN045186,4,54110.38,216441.52,2025-11-17,ORD000309
PLN048380,2,53431.51,106863.02,2025-09-11,ORD000309
PLN027417,2,40638.09,81276.18,2023-04-26,ORD000310
PLN032463,3,31754.96,95264.88,2023-07-24,ORD000310
PLN038416,3,48750.64,146251.92,2024-04-01,ORD000310
PLN024501,2,13472.91,26945.82,2025-05-24,ORD000311
PLN000129,2,19693.49,39386.98,2024-03-13,ORD000312
PLN006204,1,14821.96,14821.96,2023-11-24,ORD000312
PLN030008,2,59374.02,118748.04,2023-03-15,ORD000312
PLN000740,1,76603.37,76603.37,2024-09-12,ORD000314
PLN006149,4,59348.95,237395.8,2025-01-15,ORD000314
PLN039047,1,60112.97,60112.97,2022-10-29,ORD000315
PLN041257,4,53060.99,212243.96,2024-06-06,ORD000315
PLN020084,2,1288.35,2576.7,2022-08-07,ORD000316
PLN018143,1,39526.81,39526.81,2022-02-05,ORD000317
PLN039957,4,69013.9,276055.6,2024-03-27,ORD000317
PLN049640,1,14665.25,14665.25,2022-06-24,ORD000318
PLN037094,3,270.66,811.98,2023-10-16,ORD000319
PLN046142,1,2206.65,2206.65,2024-01-23,ORD000319
PLN022899,2,38644.67,77289.34,2022-05-30,ORD000320
PLN029343,3,20300.91,60902.73,2025-10-10,ORD000320
PLN030020,2,70350.73,140701.46,2024-07-03,ORD000320
PLN041061,4,35907.45,143629.8,2023-10-05,ORD000320
PLN001457,2,29558.56,59117.12,2025-06-20,ORD000321
PLN033864,2,21135.87,42271.74,2025-09-19,ORD000321
PLN035839,2,14928.73,29857.46,2022-03-12,ORD000322
PLN020474,1,21810.4,21810.4,2025-10-26,ORD000323
PLN022067,3,34096.58,102289.74,2024-02-13,ORD000323
PLN039997,2,62954.87,125909.74,2024-07-26,ORD000323
PLN045984,1,20030.05,20030.05,2022-12-05,ORD000323
PLN031891,4,43394.3,173577.2,2022-09-24,ORD000324
PLN047884,3,27764.23,83292.69,2022-11-28,ORD000324
PLN038956,2,36614.41,73228.82,2023-12-07,ORD000325
PLN020534,2,41082.36,82164.72,2025-04-12,ORD000326
PLN007506,2,79853.22,159706.44,2022-10-20,ORD000327
PLN037865,2,29886.24,59772.48,2023-09-27,ORD000327
PLN001517,3,31354.86,94064.58,2024-11-20,ORD000329
PLN021221,3,54259.5,162778.5,2025-05-19,ORD000329
PLN029813,1,15199.93,15199.93,2023-01-26,ORD000329
PLN003539,1,21704.52,21704.52,2022-12-20,ORD000330
PLN019394,4,53329.5,213318.0,2022-02-25,ORD000330
PLN023253,3,10235.57,30706.71,2024-08-11,ORD000330
PLN028339,1,11344.31,11344.31,2025-04-06,ORD000331
PLN028795,3,28431.13,85293.39,2024-10-31,ORD000331
PLN035910,1,57886.22,57886.22,2025-11-04,ORD000331
PLN039236,4,75523.45,302093.8,2024-02-23,ORD000331
PLN044589,3,15424.01,46272.03,2024-06-11,ORD000331
PLN023448,2,23266.47,46532.94,2022-07-28,ORD000332
PLN040844,1,4167.81,4167.81,2024-02-05,ORD000332
PLN006947,2,76730.79,153461.58,2024-02-02,ORD000333
PLN034301,4,56246.18,224984.72,2024-08-05,ORD000333
PLN034151,2,78761.3,157522.6,2023-01-16,ORD000334
PLN014470,3,10350.63,31051.89,2025-12-22,ORD000335
PLN015433,2,61295.31,122590.62,2023-11-02,ORD000335
PLN025466,2,44769.1,89538.2,2022-08-27,ORD000335
PLN019399,1,52197.88,52197.88,2023-02-11,ORD000336
PLN037344,2,74148.13,148296.26,2025-10-31,ORD000336
PLN001502,2,34804.16,69608.32,2024-03-13,ORD000337
PLN007153,3,332.31,996.93,2024-08-23,ORD000337
PLN026180,1,1585.24,1585.24,2025-12-01,ORD000337
PLN007102,2,56592.29,113184.58,2024-03-16,ORD000338
PLN013272,2,11226.48,22452.96,2022-10-30,ORD000338
PLN028840,3,42228.49,126685.47,2024-07-28,ORD000338
PLN031729,1,11889.29,11889.29,2025-08-29,ORD000338
PLN034564,3,47630.17,142890.51,2023-08-09,ORD000339
PLN000702,2,29329.34,58658.68,2025-07-17,ORD000340
PLN036158,3,47232.03,141696.09,2022-11-08,ORD000340
PLN047215,2,25805.04,51610.08,2024-01-23,ORD000340
PLN047564,4,33504.2,134016.8,2022-05-26,ORD000340
PLN048134,2,27372.7,54745.4,2024-12-28,ORD000340
PLN029438,1,78533.18,78533.18,2024-02-14,ORD000342
PLN034077,3,37062.09,111186.27,2023-05-28,ORD000342
PLN024733,1,31564.1,31564.1,2024-12-25,ORD000343
PLN025820,3,33342.08,100026.24,2025-06-03,ORD000343
PLN032752,3,27361.16,82083.48,2022-12-10,ORD000343
PLN000311,2,68626.76,137253.52,2025-03-30,ORD000344
PLN003093,4,50487.66,201950.64,2022-05-07,ORD000344
PLN008242,4,62175.67,248702.68,2025-11-18,ORD000344
PLN008422,2,74806.3,149612.6,2025-03-03,ORD000344
PLN035054,1,58683.45,58683.45,2024-09-20,ORD000344
PLN002114,3,45262.08,135786.24,2025-08-26,ORD000345
PLN003940,1,69264.88,69264.88,2024-08-14,ORD000345
PLN036956,2,8896.15,17792.3,2024-02-04,ORD000345
PLN045129,1,2287.49,2287.49,2023-04-22,ORD000345
PLN003394,3,60882.43,182647.29,2023-05-26,ORD000346
PLN017399,1,5490.13,5490.13,2023-07-23,ORD000346
PLN017547,2,31487.54,62975.08,2024-06-23,ORD000346
PLN033023,1,6974.01,6974.01,2022-09-07,ORD000346
PLN005397,2,10169.91,20339.82,2023-05-08,ORD000347
PLN039987,2,65982.49,131964.98,2025-05-21,ORD000347
PLN043266,4,65450.43,261801.72,2024-06-19,ORD000347
PLN028830,4,28628.97,114515.88,2022-12-28,ORD000348
PLN001962,1,44600.36,44600.36,2025-08-04,ORD000349
PLN028119,2,79406.74,158813.48,2023-11-30,ORD000349
PLN042885,2,4827.9,9655.8,2024-07-27,ORD000349
PLN015458,4,14403.65,57614.6,2022-12-18,ORD000350
PLN026524,1,8340.0,8340.0,2023-08-23,ORD000350
PLN043811,1,19087.23,19087.23,2022-12-09,ORD000350
PLN046480,4,28439.33,113757.32,2025-04-23,ORD000350
PLN012057,1,55885.68,55885.68,2024-02-02,ORD000351
PLN028219,1,9931.72,9931.72,2023-09-12,ORD000351
PLN049345,3,64631.85,193895.55,2022-11-18,ORD000351
PLN008316,1,35208.83,35208.83,2025-03-28,ORD000352
PLN008363,2,77313.8,154627.6,2023-05-21,ORD000352
PLN022191,4,21165.87,84663.48,2023-02-20,ORD000352
PLN048491,2,16737.0,33474.0,2022-11-10,ORD000352
PLN008653,3,3393.07,10179.21,2023-10-02,ORD000353
PLN027788,3,27183.09,81549.27,2024-04-30,ORD000353
PLN031219,4,41846.64,167386.56,2024-10-31,ORD000353
PLN042654,4,19872.03,79488.12,2023-12-22,ORD000353
PLN045576,4,30440.15,121760.6,2023-01-23,ORD000353
PLN016713,2,36350.72,72701.44,2024-01-25,ORD000354
PLN020301,2,63818.05,127636.1,2023-02-17,ORD000354
PLN033692,3,78692.9,236078.7,2022-04-10,ORD000354
PLN036321,4,6282.18,25128.72,2022-09-21,ORD000354
PLN009361,3,50750.94,152252.82,2023-06-09,ORD000355
PLN019370,2,68977.17,137954.34,2024-05-18,ORD000355
PLN023950,1,18063.54,18063.54,2024-09-12,ORD000355
PLN032194,3,17634.06,52902.18,2024-06-25,ORD000355
PLN021227,4,66164.35,264657.4,2022-09-17,ORD000357
PLN013443,1,59014.44,59014.44,2025-10-19,ORD000358
PLN005890,1,52939.87,52939.87,2023-09-27,ORD000359
PLN009049,2,72094.33,144188.66,2023-02-02,ORD000359
PLN027965,2,25583.37,51166.74,2023-08-07,ORD000360
PLN032007,4,65883.68,263534.72,2023-02-13,ORD000360
PLN045089,4,64297.34,257189.36,2023-12-23,ORD000360
PLN024358,3,39524.07,118572.21,2022-06-01,ORD000361
PLN007572,4,36840.77,147363.08,2025-01-14,ORD000363
PLN019034,2,78655.18,157310.36,2022-07-01,ORD000364
PLN048404,4,27953.06,111812.24,2024-02-18,ORD000364
PLN001466,1,32862.01,32862.01,2022-04-10,ORD000365
PLN005291,3,27654.22,82962.66,2024-11-29,ORD000366
PLN015802,2,11117.96,22235.92,2023-12-24,ORD000366
PLN024647,1,18203.73,18203.73,2023-06-04,ORD000366
PLN040554,1,4086.54,4086.54,2025-06-27,ORD000366
PLN046555,3,34801.69,104405.07,2022-03-20,ORD000366
PLN013532,3,78736.13,236208.39,2025-06-27,ORD000367
PLN032348,4,59688.13,238752.52,2024-11-20,ORD000367
PLN046302,4,2693.76,10775.04,2024-12-07,ORD000367
PLN021994,4,34492.6,137970.4,2022-02-08,ORD000368
PLN001247,1,29192.07,29192.07,2023-09-21,ORD000369
PLN011044,4,32426.15,129704.6,2024-03-28,ORD000369
PLN019235,3,25272.58,75817.74,2024-02-25,ORD000369
PLN041337,1,37363.27,37363.27,2022-10-05,ORD000369
PLN031291,4,58450.38,233801.52,2025-02-05,ORD000370
PLN041017,3,73780.02,221340.06,2022-07-23,ORD000370
PLN031039,4,78296.3,313185.2,2025-10-27,ORD000371
PLN032456,1,1244.67,1244.67,2023-10-08,ORD000371
PLN028228,4,51554.79,206219.16,2023-03-04,ORD000372
PLN032967,2,21096.08,42192.16,2023-03-06,ORD000372
PLN043104,4,25942.05,103768.2,2024-09-25,ORD000374
PLN043871,4,19027.75,76111.0,2022-08-30,ORD000374
PLN000398,1,34885.4,34885.4,2023-02-11,ORD000375
PLN017005,1,70662.95,70662.95,2023-03-22,ORD000375
PLN045431,4,65701.77,262807.08,2025-04-25,ORD000375
PLN007413,4,20585.79,82343.16,2024-03-29,ORD000376
PLN009300,4,10307.42,41229.68,2023-04-25,ORD000376
PLN012756,3,27113.77,81341.31,2022-06-28,ORD000376
PLN018586,2,65334.24,130668.48,2025-10-21,ORD000377
PLN036253,1,70833.76,70833.76,2023-02-19,ORD000377
PLN010886,1,62361.14,62361.14,2024-04-01,ORD000378
PLN016216,3,35646.09,106938.27,2023-01-24,ORD000378
PLN047387,4,15598.05,62392.2,2023-06-27,ORD000378
PLN010861,4,53417.31,213669.24,2022-11-11,ORD000379
PLN017221,2,73737.28,147474.56,2025-07-08,ORD000379
PLN019018,3,46627.09,139881.27,2025-12-19,ORD000379
PLN023015,1,62433.62,62433.62,2025-02-14,ORD000379
PLN017851,2,56376.15,112752.3,2024-12-20,ORD000380
PLN024479,2,9355.81,18711.62,2025-06-11,ORD000380
PLN033856,3,33408.28,100224.84,2023-11-25,ORD000380
PLN044969,1,34870.06,34870.06,2022-03-01,ORD000380
PLN045973,4,8407.07,33628.28,2025-07-30,ORD000380
PLN047474,1,71252.31,71252.31,2024-09-23,ORD000381
PLN017016,2,45155.69,90311.38,2024-08-31,ORD000382
PLN038147,3,16106.88,48320.64,2023-01-30,ORD000382
PLN035420,2,79691.12,159382.24,2025-07-01,ORD000383
PLN005546,1,36565.8,36565.8,2025-07-13,ORD000384
PLN011281,2,67788.16,135576.32,2022-11-30,ORD000384
PLN018390,4,11933.41,47733.64,2024-08-04,ORD000384
PLN035118,3,63409.92,190229.76,2022-04-17,ORD000384
PLN012647,4,6530.44,26121.76,2022-04-19,ORD000385
PLN048588,1,3541.54,3541.54,2025-01-15,ORD000385
PLN032867,2,70138.32,140276.64,2024-04-28,ORD000386
PLN039915,4,38750.26,155001.04,2025-10-22,ORD000386
PLN003162,1,56795.18,56795.18,2022-09-06,ORD000387
PLN028257,2,5326.95,10653.9,2023-04-11,ORD000387
PLN014189,3,12599.47,37798.41,2022-11-29,ORD000388
PLN027561,4,78220.12,312880.48,2023-01-08,ORD000389
PLN045172,3,62541.16,187623.48,2024-09-05,ORD000389
PLN011919,2,6306.85,12613.7,2022-06-16,ORD000390
PLN032041,4,74052.91,296211.64,2023-03-04,ORD000390
PLN046710,4,19508.82,78035.28,2022-11-17,ORD000390
PLN020647,4,68874.85,275499.4,2024-03-31,ORD000391
PLN023589,4,6428.05,25712.2,2024-09-23,ORD000392
PLN039056,3,73926.74,221780.22,2025-01-29,ORD000392
PLN047288,1,53023.61,53023.61,2023-08-10,ORD000392
PLN035405,1,29232.18,29232.18,2025-07-07,ORD000393
PLN031159,3,15104.74,45314.22,2025-01-13,ORD000395
PLN013495,3,79041.88,237125.64,2022-03-06,ORD000396
PLN045898,2,7775.83,15551.66,2025-04-27,ORD000396
PLN020850,3,41178.98,123536.94,2022-03-07,ORD000397
PLN023760,3,20501.41,61504.23,2024-07-29,ORD000397
PLN001807,1,73836.58,73836.58,2025-06-16,ORD000398
PLN044163,1,18312.3,18312.3,2023-10-24,ORD000398
PLN020460,3,51755.85,155267.55,2025-04-24,ORD000399
PLN036831,1,74227.48,74227.48,2023-07-22,ORD000399
PLN025622,4,7867.77,31471.08,2023-01-21,ORD000400
PLN034630,2,40067.83,80135.66,2025-07-14,ORD000400
PLN014532,2,16267.6,32535.2,2022-04-11,ORD000401
PLN030857,2,5687.05,11374.1,2024-04-20,ORD000401
PLN038929,3,59717.31,179151.93,2024-06-11,ORD000402
PLN049843,4,38130.77,152523.08,2022-01-05,ORD000402
PLN030873,3,79177.92,237533.76,2024-06-18,ORD000403
PLN037779,4,11880.91,47523.64,2023-03-21,ORD000403
PLN013970,3,45328.33,135984.99,2022-05-01,ORD000404
PLN021381,4,13511.41,54045.64,2025-06-09,ORD000404
PLN025987,2,42153.89,84307.78,2025-07-22,ORD000405
PLN030335,1,79342.66,79342.66,2023-12-02,ORD000405
PLN006891,4,3067.69,12270.76,2023-10-08,ORD000406
PLN032774,4,28701.74,114806.96,2023-11-19,ORD000406
PLN039852,2,1032.94,2065.88,2022-03-18,ORD000406
PLN016396,2,72581.2,145162.4,2023-11-22,ORD000409
PLN005849,1,58885.68,58885.68,2024-07-29,ORD000410
PLN015963,3,75133.15,225399.45,2025-11-13,ORD000410
PLN027122,1,64102.27,64102.27,2024-08-13,ORD000410
PLN048794,4,33916.98,135667.92,2023-07-20,ORD000410
PLN000821,1,63259.57,63259.57,2023-11-03,ORD000411
PLN006097,2,76384.26,152768.52,2023-04-14,ORD000411
PLN013342,3,11086.24,33258.72,2022-05-25,ORD000411
